CVE_DIVISION,División,entidad_nacimiento,Rango_edad_2,SalarioFem,SalarioMasc,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB
7,Transportes y comunicaciones,México,Entre 45 y 50 años,402.9988,430.146673797,6374,5793,581,0,985,935,50,0
7,Transportes y comunicaciones,Michoacán de Ocampo,Entre 45 y 50 años,359.797777778,435.468424908,1947,1690,257,0,282,273,9,0
7,Transportes y comunicaciones,Morelos,Entre 45 y 50 años,448.438333333,426.453453237,1166,1050,116,0,145,139,6,0
7,Transportes y comunicaciones,Nayarit,Entre 45 y 50 años,357.5675,432.816293103,1326,1210,116,0,244,232,12,0
7,Transportes y comunicaciones,Nuevo León,Entre 45 y 50 años,449.009025974,487.221664835,7868,6935,933,0,1974,1820,154,0
7,Transportes y comunicaciones,Oaxaca,Entre 45 y 50 años,398.217777778,456.914025974,1584,1461,123,0,240,231,9,0
7,Transportes y comunicaciones,Puebla,Entre 45 y 50 años,396.365652174,430.839849315,4254,3890,364,0,753,730,23,0
7,Transportes y comunicaciones,Querétaro,Entre 45 y 50 años,399.342142857,426.536521739,1491,1341,150,0,244,230,14,0
7,Transportes y comunicaciones,Quintana Roo,Entre 45 y 50 años,366.763333333,421.735714286,478,428,50,0,73,70,3,0
7,Transportes y comunicaciones,San Luis Potosí,Entre 45 y 50 años,379.503846154,444.588508772,2147,1877,270,0,368,342,26,0
7,Transportes y comunicaciones,Sinaloa,Entre 45 y 50 años,440.849444444,451.075714286,3739,3248,491,0,607,553,54,0
7,Transportes y comunicaciones,Sonora,Entre 45 y 50 años,405.172884615,451.035875831,3112,2608,504,0,503,451,52,0
7,Transportes y comunicaciones,Tabasco,Entre 45 y 50 años,441.712666667,450.285525292,1894,1678,216,0,272,257,15,0
7,Transportes y comunicaciones,Tamaulipas,Entre 45 y 50 años,396.354523810,460.201770833,2824,2462,362,0,522,480,42,0
7,Transportes y comunicaciones,Tlaxcala,Entre 45 y 50 años,414.204,439.738625,607,566,41,0,85,80,5,0
7,Transportes y comunicaciones,Veracruz,Entre 45 y 50 años,374.335576923,443.999361493,6409,5818,591,0,1070,1018,52,0
7,Transportes y comunicaciones,Yucatán,Entre 45 y 50 años,442.722,446.073905930,3573,3216,357,0,519,489,30,0
7,Transportes y comunicaciones,Zacatecas,Entre 45 y 50 años,448.953333333,440.40536,795,705,90,0,137,125,12,0
7,Transportes y comunicaciones,Extranjero/Extranjera,Entre 50 y 55 años,377.798571429,468.832764228,698,592,106,0,130,123,7,0
7,Transportes y comunicaciones,Aguascalientes,Entre 50 y 55 años,358.936666667,427.363305085,714,639,75,0,121,118,3,0
7,Transportes y comunicaciones,Baja California,Entre 50 y 55 años,410.605517241,473.104703833,1351,1166,185,0,316,287,29,0
7,Transportes y comunicaciones,Baja California Sur,Entre 50 y 55 años,404.404285714,491.656170213,258,210,48,0,54,47,7,0
7,Transportes y comunicaciones,Campeche,Entre 50 y 55 años,370.668888889,442.597156863,724,607,117,0,111,102,9,0
7,Transportes y comunicaciones,Coahuila de Zaragoza,Entre 50 y 55 años,381.928181818,454.678411458,2304,2042,262,0,406,384,22,0
7,Transportes y comunicaciones,Colima,Entre 50 y 55 años,480.355,431.947884615,351,295,56,0,54,52,2,0
7,Transportes y comunicaciones,Chiapas,Entre 50 y 55 años,392.502105263,455.721762115,1210,1073,137,0,246,227,19,0
7,Transportes y comunicaciones,Chihuahua,Entre 50 y 55 años,386.61925,435.900389610,2334,1913,421,0,425,385,40,0
7,Transportes y comunicaciones,Ciudad de México,Entre 50 y 55 años,381.607764706,431.568081384,26212,23693,2519,0,5170,4915,255,0
7,Transportes y comunicaciones,Durango,Entre 50 y 55 años,455.395833333,464.593571429,906,790,116,0,166,154,12,0
7,Transportes y comunicaciones,Guanajuato,Entre 50 y 55 años,387.670454545,429.234502370,2576,2305,271,0,444,422,22,0
7,Transportes y comunicaciones,Guerrero,Entre 50 y 55 años,406.53375,465.649684211,983,892,91,0,198,190,8,0
7,Transportes y comunicaciones,Hidalgo,Entre 50 y 55 años,445.911428571,441.212032520,665,599,66,0,130,123,7,0
7,Transportes y comunicaciones,Jalisco,Entre 50 y 55 años,388.085344828,426.232879227,6442,5701,741,0,1093,1035,58,0
7,Transportes y comunicaciones,México,Entre 50 y 55 años,376.200416667,432.620774092,3696,3380,316,0,657,633,24,0
7,Transportes y comunicaciones,Michoacán de Ocampo,Entre 50 y 55 años,407.194736842,438.307984496,1406,1250,156,0,277,258,19,0
7,Transportes y comunicaciones,Morelos,Entre 50 y 55 años,425.504285714,416.856578947,786,700,86,0,121,114,7,0
7,Transportes y comunicaciones,Nayarit,Entre 50 y 55 años,443.54,438.502621951,903,821,82,0,171,164,7,0
7,Transportes y comunicaciones,Nuevo León,Entre 50 y 55 años,446.358452381,498.982154997,5306,4728,578,0,1555,1471,84,0
7,Transportes y comunicaciones,Oaxaca,Entre 50 y 55 años,396.667272727,439.692011173,1001,901,100,0,190,179,11,0
7,Transportes y comunicaciones,Puebla,Entre 50 y 55 años,423.734814815,436.192679181,2885,2637,248,0,613,586,27,0
7,Transportes y comunicaciones,Querétaro,Entre 50 y 55 años,360.574444444,442.303604651,986,921,65,0,181,172,9,0
7,Transportes y comunicaciones,Quintana Roo,Entre 50 y 55 años,327.906666667,414.185833333,209,181,28,0,27,24,3,0
7,Transportes y comunicaciones,San Luis Potosí,Entre 50 y 55 años,409.514090909,450.815951557,1539,1336,203,0,311,289,22,0
7,Transportes y comunicaciones,Sinaloa,Entre 50 y 55 años,439.488292683,446.818652632,2554,2254,300,0,516,475,41,0
7,Transportes y comunicaciones,Sonora,Entre 50 y 55 años,404.899,451.179160305,2181,1843,338,0,433,393,40,0
7,Transportes y comunicaciones,Tabasco,Entre 50 y 55 años,374.938571429,451.388260870,1109,972,137,0,175,161,14,0
7,Transportes y comunicaciones,Tamaulipas,Entre 50 y 55 años,403.990344828,460.019489796,2037,1780,257,0,421,392,29,0
7,Transportes y comunicaciones,Tlaxcala,Entre 50 y 55 años,323.62,450.851384615,421,396,25,0,67,65,2,0
7,Transportes y comunicaciones,Veracruz,Entre 50 y 55 años,384.581388889,446.886884236,4289,3911,378,0,848,812,36,0
7,Transportes y comunicaciones,Yucatán,Entre 50 y 55 años,401.208846154,457.923019802,2607,2342,265,0,430,404,26,0
7,Transportes y comunicaciones,Zacatecas,Entre 50 y 55 años,364.65,433.895510204,585,528,57,0,104,98,6,0
7,Transportes y comunicaciones,Extranjero/Extranjera,Entre 55 y 60 años,373.696,448.84,398,343,55,0,95,90,5,0
7,Transportes y comunicaciones,Aguascalientes,Entre 55 y 60 años,414.19,431.466813187,439,400,39,0,92,91,1,0
7,Transportes y comunicaciones,Baja California,Entre 55 y 60 años,394.287272727,450.7651875,656,573,83,0,171,160,11,0
7,Transportes y comunicaciones,Baja California Sur,Entre 55 y 60 años,415.19,446.697368421,136,118,18,0,23,19,4,0
7,Transportes y comunicaciones,Campeche,Entre 55 y 60 años,315.105,452.837540984,435,384,51,0,63,61,2,0
7,Transportes y comunicaciones,Coahuila de Zaragoza,Entre 55 y 60 años,445.772222222,453.652923077,1293,1187,106,0,269,260,9,0
7,Transportes y comunicaciones,Colima,Entre 55 y 60 años,392.135,427.8,197,175,22,0,38,36,2,0
7,Transportes y comunicaciones,Chiapas,Entre 55 y 60 años,412.465,458.226585366,684,626,58,0,127,123,4,0
7,Transportes y comunicaciones,Chihuahua,Entre 55 y 60 años,398.894285714,431.4175,1389,1174,215,0,285,264,21,0
7,Transportes y comunicaciones,Ciudad de México,Entre 55 y 60 años,385.116491228,436.743874034,16126,14736,1390,0,3537,3366,171,0
7,Transportes y comunicaciones,Durango,Entre 55 y 60 años,422.28125,454.2994,530,474,56,0,108,100,8,0
7,Transportes y comunicaciones,Guanajuato,Entre 55 y 60 años,420.3625,424.760553506,1595,1502,93,0,275,271,4,0
7,Transportes y comunicaciones,Guerrero,Entre 55 y 60 años,419.875,466.572520325,557,511,46,0,127,123,4,0
7,Transportes y comunicaciones,Hidalgo,Entre 55 y 60 años,330.57,433.470329670,427,396,31,0,92,91,1,0
7,Transportes y comunicaciones,Jalisco,Entre 55 y 60 años,391.408571429,432.239884226,3607,3260,347,0,726,691,35,0
7,Transportes y comunicaciones,México,Entre 55 y 60 años,434.836666667,436.669809783,1821,1683,138,0,377,368,9,0
7,Transportes y comunicaciones,Michoacán de Ocampo,Entre 55 y 60 años,389.811428571,450.720406977,863,797,66,0,179,172,7,0
7,Transportes y comunicaciones,Morelos,Entre 55 y 60 años,372.83,440.95296875,429,389,40,0,66,64,2,0
7,Transportes y comunicaciones,Nayarit,Entre 55 y 60 años,385.705,423.161530612,541,498,43,0,102,98,4,0
7,Transportes y comunicaciones,Nuevo León,Entre 55 y 60 años,457.037619048,493.716959911,2950,2663,287,0,940,898,42,0
7,Transportes y comunicaciones,Oaxaca,Entre 55 y 60 años,364.555714286,449.206145833,531,480,51,0,103,96,7,0
7,Transportes y comunicaciones,Puebla,Entre 55 y 60 años,365.205555556,435.205740260,1659,1538,121,0,394,385,9,0
7,Transportes y comunicaciones,Querétaro,Entre 55 y 60 años,455.625,432.338787879,492,462,30,0,103,99,4,0
7,Transportes y comunicaciones,Quintana Roo,Entre 55 y 60 años,,433.115555556,77,70,7,0,9,9,0,0
7,Transportes y comunicaciones,San Luis Potosí,Entre 55 y 60 años,412.117777778,450.890327869,888,793,95,0,192,183,9,0
7,Transportes y comunicaciones,Sinaloa,Entre 55 y 60 años,386.1688,443.680922509,1484,1328,156,0,296,271,25,0
7,Transportes y comunicaciones,Sonora,Entre 55 y 60 años,405.515833333,444.419609375,1281,1085,196,0,292,256,36,0
7,Transportes y comunicaciones,Tabasco,Entre 55 y 60 años,392.931428571,432.68,545,489,56,0,107,100,7,0
7,Transportes y comunicaciones,Tamaulipas,Entre 55 y 60 años,472.798333333,463.394710744,1176,1045,131,0,260,242,18,0
7,Transportes y comunicaciones,Tlaxcala,Entre 55 y 60 años,422.606666667,436.256904762,218,206,12,0,45,42,3,0
7,Transportes y comunicaciones,Veracruz,Entre 55 y 60 años,408.756521739,439.246581741,2391,2173,218,0,494,471,23,0
7,Transportes y comunicaciones,Yucatán,Entre 55 y 60 años,415.775238095,443.786296296,1491,1341,150,0,291,270,21,0
7,Transportes y comunicaciones,Zacatecas,Entre 55 y 60 años,,456.380989011,449,422,27,0,91,91,0,0
7,Transportes y comunicaciones,Extranjero/Extranjera,Entre 60 y 65 años,574.73,466.034915254,261,235,26,0,60,59,1,0
7,Transportes y comunicaciones,Aguascalientes,Entre 60 y 65 años,494.03,457.804222222,245,227,18,0,46,45,1,0
7,Transportes y comunicaciones,Baja California,Entre 60 y 65 años,595.516666667,460.738928571,285,256,29,0,59,56,3,0
7,Transportes y comunicaciones,Baja California Sur,Entre 60 y 65 años,,432.366,55,47,8,0,10,10,0,0
7,Transportes y comunicaciones,Campeche,Entre 60 y 65 años,563.685,439.470666667,172,159,13,0,32,30,2,0
7,Transportes y comunicaciones,Coahuila de Zaragoza,Entre 60 y 65 años,572.196666667,445.158837209,665,608,57,0,132,129,3,0
7,Transportes y comunicaciones,Colima,Entre 60 y 65 años,330.57,398.795625,92,88,4,0,17,16,1,0
7,Transportes y comunicaciones,Chiapas,Entre 60 y 65 años,,424.497142857,263,249,14,0,56,56,0,0
7,Transportes y comunicaciones,Chihuahua,Entre 60 y 65 años,437.052,444.156666667,626,558,68,0,110,105,5,0
7,Transportes y comunicaciones,Ciudad de México,Entre 60 y 65 años,395.397826087,426.752306709,8048,7497,551,0,1611,1565,46,0
7,Transportes y comunicaciones,Durango,Entre 60 y 65 años,370.85,463.626666667,258,223,35,0,43,42,1,0
7,Transportes y comunicaciones,Guanajuato,Entre 60 y 65 años,385.225,411.6465,808,765,43,0,142,140,2,0
7,Transportes y comunicaciones,Guerrero,Entre 60 y 65 años,,471.905076923,329,303,26,0,65,65,0,0
7,Transportes y comunicaciones,Hidalgo,Entre 60 y 65 años,330.57,409.669,197,186,11,0,31,30,1,0
7,Transportes y comunicaciones,Jalisco,Entre 60 y 65 años,395.245,420.962738854,1656,1531,125,0,320,314,6,0
7,Transportes y comunicaciones,México,Entre 60 y 65 años,,422.128826816,831,779,52,0,179,179,0,0
7,Transportes y comunicaciones,Michoacán de Ocampo,Entre 60 y 65 años,330.57,433.238271605,510,485,25,0,83,81,2,0
7,Transportes y comunicaciones,Morelos,Entre 60 y 65 años,333.96,421.343103448,173,161,12,0,30,29,1,0
7,Transportes y comunicaciones,Nayarit,Entre 60 y 65 años,,400.661090909,261,243,18,0,55,55,0,0
7,Transportes y comunicaciones,Nuevo León,Entre 60 y 65 años,427.944117647,462.352803970,1462,1329,133,0,420,403,17,0
7,Transportes y comunicaciones,Oaxaca,Entre 60 y 65 años,419.295,435.879868421,297,275,22,0,78,76,2,0
7,Transportes y comunicaciones,Puebla,Entre 60 y 65 años,,412.870555556,840,793,47,0,162,162,0,0
7,Transportes y comunicaciones,Querétaro,Entre 60 y 65 años,315.04,406.99475,220,206,14,0,41,40,1,0
7,Transportes y comunicaciones,Quintana Roo,Entre 60 y 65 años,,478.961428571,40,38,2,0,7,7,0,0
7,Transportes y comunicaciones,San Luis Potosí,Entre 60 y 65 años,513.84,465.574583333,477,450,27,0,97,96,1,0
7,Transportes y comunicaciones,Sinaloa,Entre 60 y 65 años,395.815,430.130610687,684,631,53,0,133,131,2,0
7,Transportes y comunicaciones,Sonora,Entre 60 y 65 años,414.478,435.135446429,657,605,52,0,117,112,5,0
7,Transportes y comunicaciones,Tabasco,Entre 60 y 65 años,367.316666667,452.548918919,194,179,15,0,40,37,3,0
7,Transportes y comunicaciones,Tamaulipas,Entre 60 y 65 años,464.66,439.959423077,641,569,72,0,110,104,6,0
7,Transportes y comunicaciones,Tlaxcala,Entre 60 y 65 años,315.04,435.984090909,155,147,8,0,23,22,1,0
7,Transportes y comunicaciones,Veracruz,Entre 60 y 65 años,385.211428571,439.752422680,1138,1041,97,0,201,194,7,0
7,Transportes y comunicaciones,Yucatán,Entre 60 y 65 años,344.871666667,429.623725490,663,615,48,0,108,102,6,0
7,Transportes y comunicaciones,Zacatecas,Entre 60 y 65 años,507.86,439.755185185,266,253,13,0,55,54,1,0
7,Transportes y comunicaciones,Extranjero/Extranjera,Entre 65 y 70 años,,429.472380952,115,113,2,0,21,21,0,0
7,Transportes y comunicaciones,Aguascalientes,Entre 65 y 70 años,,439.2165,98,95,3,0,20,20,0,0
7,Transportes y comunicaciones,Baja California,Entre 65 y 70 años,350.585,432.952,110,99,11,0,22,20,2,0
7,Transportes y comunicaciones,Baja California Sur,Entre 65 y 70 años,,423.815,23,21,2,0,4,4,0,0
7,Transportes y comunicaciones,Campeche,Entre 65 y 70 años,436.74,402.241111111,60,56,4,0,10,9,1,0
7,Transportes y comunicaciones,Coahuila de Zaragoza,Entre 65 y 70 años,499.4,421.165416667,248,228,20,0,49,48,1,0
7,Transportes y comunicaciones,Colima,Entre 65 y 70 años,,454.342857143,48,47,1,0,7,7,0,0
7,Transportes y comunicaciones,Chiapas,Entre 65 y 70 años,,479.18,106,101,5,0,11,11,0,0
7,Transportes y comunicaciones,Chihuahua,Entre 65 y 70 años,338.08,409.531555556,277,260,17,0,46,45,1,0
7,Transportes y comunicaciones,Ciudad de México,Entre 65 y 70 años,373.268888889,419.871029412,3428,3237,191,0,621,612,9,0
7,Transportes y comunicaciones,Durango,Entre 65 y 70 años,,419.290344828,122,110,12,0,29,29,0,0
7,Transportes y comunicaciones,Guanajuato,Entre 65 y 70 años,,408.011956522,329,306,23,0,46,46,0,0
7,Transportes y comunicaciones,Guerrero,Entre 65 y 70 años,693.84,426.160333333,117,106,11,0,31,30,1,0
7,Transportes y comunicaciones,Hidalgo,Entre 65 y 70 años,,410.386111111,108,104,4,0,18,18,0,0
7,Transportes y comunicaciones,Jalisco,Entre 65 y 70 años,424.195,408.933116883,617,577,40,0,79,77,2,0
7,Transportes y comunicaciones,México,Entre 65 y 70 años,,408.373030303,314,292,22,0,66,66,0,0
7,Transportes y comunicaciones,Michoacán de Ocampo,Entre 65 y 70 años,674.21,423.456216216,248,221,27,0,38,37,1,0
7,Transportes y comunicaciones,Morelos,Entre 65 y 70 años,,380.106666667,72,68,4,0,6,6,0,0
7,Transportes y comunicaciones,Nayarit,Entre 65 y 70 años,,413.7888,121,115,6,0,25,25,0,0
7,Transportes y comunicaciones,Nuevo León,Entre 65 y 70 años,414.035,443.5992,554,509,45,0,152,150,2,0
7,Transportes y comunicaciones,Oaxaca,Entre 65 y 70 años,623.78,443.765333333,135,129,6,0,32,30,2,0
7,Transportes y comunicaciones,Puebla,Entre 65 y 70 años,,408.518085106,318,300,18,0,47,47,0,0
7,Transportes y comunicaciones,Querétaro,Entre 65 y 70 años,464.84,434.331666667,89,87,2,0,19,18,1,0
7,Transportes y comunicaciones,Quintana Roo,Entre 65 y 70 años,,465.77,9,7,2,0,1,1,0,0
7,Transportes y comunicaciones,San Luis Potosí,Entre 65 y 70 años,,438.805789474,204,191,13,0,38,38,0,0
7,Transportes y comunicaciones,Sinaloa,Entre 65 y 70 años,392.13,422.615675676,285,253,32,0,39,37,2,0
7,Transportes y comunicaciones,Sonora,Entre 65 y 70 años,554.768,426.266470588,270,244,26,0,56,51,5,0
7,Transportes y comunicaciones,Tabasco,Entre 65 y 70 años,,431.113333333,76,72,4,0,12,12,0,0
7,Transportes y comunicaciones,Tamaulipas,Entre 65 y 70 años,410.59,425.642222222,253,231,22,0,46,45,1,0
7,Transportes y comunicaciones,Tlaxcala,Entre 65 y 70 años,,414.627777778,62,58,4,0,9,9,0,0
7,Transportes y comunicaciones,Veracruz,Entre 65 y 70 años,370.23,424.063968254,422,396,26,0,65,63,2,0
7,Transportes y comunicaciones,Yucatán,Entre 65 y 70 años,315.04,427.566222222,283,258,25,0,46,45,1,0
7,Transportes y comunicaciones,Zacatecas,Entre 65 y 70 años,,435.235517241,127,117,10,0,29,29,0,0
7,Transportes y comunicaciones,Extranjero/Extranjera,Entre 70 y 75 años,,377.678,38,36,2,0,10,10,0,0
7,Transportes y comunicaciones,Aguascalientes,Entre 70 y 75 años,,402.168333333,26,25,1,0,6,6,0,0
7,Transportes y comunicaciones,Baja California,Entre 70 y 75 años,,364.752,28,27,1,0,5,5,0,0
7,Transportes y comunicaciones,Campeche,Entre 70 y 75 años,,431.75,17,16,1,0,1,1,0,0
7,Transportes y comunicaciones,Coahuila de Zaragoza,Entre 70 y 75 años,340.57,390.276875,78,74,4,0,17,16,1,0
7,Transportes y comunicaciones,Colima,Entre 70 y 75 años,,549.436666667,15,13,2,0,3,3,0,0
7,Transportes y comunicaciones,Chiapas,Entre 70 y 75 años,,401.974285714,31,25,6,0,7,7,0,0
7,Transportes y comunicaciones,Chihuahua,Entre 70 y 75 años,,440.302857143,54,51,3,0,7,7,0,0
7,Transportes y comunicaciones,Ciudad de México,Entre 70 y 75 años,380.865,404.979870968,1012,927,85,0,157,155,2,0
7,Transportes y comunicaciones,Durango,Entre 70 y 75 años,,407.234,38,34,4,0,5,5,0,0
7,Transportes y comunicaciones,Guanajuato,Entre 70 y 75 años,,398.175,115,109,6,0,20,20,0,0
7,Transportes y comunicaciones,Guerrero,Entre 70 y 75 años,,456.552,34,28,6,0,5,5,0,0
7,Transportes y comunicaciones,Hidalgo,Entre 70 y 75 años,,377.42,40,36,4,0,5,5,0,0
7,Transportes y comunicaciones,Jalisco,Entre 70 y 75 años,,393.799130435,176,159,17,0,23,23,0,0
7,Transportes y comunicaciones,México,Entre 70 y 75 años,315.04,409.144,92,84,8,0,16,15,1,0
7,Transportes y comunicaciones,Michoacán de Ocampo,Entre 70 y 75 años,,391.308666667,82,79,3,0,15,15,0,0
7,Transportes y comunicaciones,Morelos,Entre 70 y 75 años,,338.32,21,21,0,0,3,3,0,0
7,Transportes y comunicaciones,Nayarit,Entre 70 y 75 años,,368.883333333,39,37,2,0,6,6,0,0
7,Transportes y comunicaciones,Nuevo León,Entre 70 y 75 años,361.6,452.736060606,134,123,11,0,34,33,1,0
7,Transportes y comunicaciones,Oaxaca,Entre 70 y 75 años,,438.1875,42,37,5,0,4,4,0,0
7,Transportes y comunicaciones,Puebla,Entre 70 y 75 años,438.89,436.648333333,91,85,6,0,13,12,1,0
7,Transportes y comunicaciones,Querétaro,Entre 70 y 75 años,,468.465,24,23,1,0,2,2,0,0
7,Transportes y comunicaciones,Quintana Roo,Entre 70 y 75 años,,,2,2,0,0,0,0,0,0
7,Transportes y comunicaciones,San Luis Potosí,Entre 70 y 75 años,366.6,477.961111111,65,59,6,0,10,9,1,0
7,Transportes y comunicaciones,Sinaloa,Entre 70 y 75 años,,443.140625,83,75,8,0,16,16,0,0
7,Transportes y comunicaciones,Sonora,Entre 70 y 75 años,,470.831875,100,98,2,0,16,16,0,0
7,Transportes y comunicaciones,Tabasco,Entre 70 y 75 años,443.59,337.13,17,15,2,0,4,3,1,0
7,Transportes y comunicaciones,Tamaulipas,Entre 70 y 75 años,,468.065,82,76,6,0,14,14,0,0
7,Transportes y comunicaciones,Tlaxcala,Entre 70 y 75 años,,399.6,19,18,1,0,1,1,0,0
7,Transportes y comunicaciones,Veracruz,Entre 70 y 75 años,,398.852857143,131,124,7,0,21,21,0,0
7,Transportes y comunicaciones,Yucatán,Entre 70 y 75 años,,433.111538462,67,64,3,0,13,13,0,0
7,Transportes y comunicaciones,Zacatecas,Entre 70 y 75 años,,447.75875,44,38,6,0,8,8,0,0
7,Transportes y comunicaciones,Ciudad de México,Entre 15 y 20 años,341.362857143,376.194081633,3578,3238,339,1,105,98,7,0
7,Transportes y comunicaciones,Ciudad de México,Entre 20 y 25 años,373.678055556,394.162694829,42714,37844,4869,1,1445,1373,72,0
7,Transportes y comunicaciones,Guanajuato,Entre 30 y 35 años,358.304545455,399.882268456,9849,8936,912,1,789,745,44,0
7,Transportes y comunicaciones,Aguascalientes,Entre 35 y 40 años,411.584,409.4612,2259,2033,225,1,210,200,10,0
7,Transportes y comunicaciones,Chihuahua,Entre 35 y 40 años,393.551747573,423.128296569,7439,5932,1506,1,919,816,103,0
7,Transportes y comunicaciones,Puebla,Entre 25 y 30 años,369.250740741,410.327994825,11288,10317,969,2,800,773,27,0
