entidad_nacimiento,Nivel Agregación,Rango_edad_2,fecha,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB,TOTAL
Tlaxcala,subdel,Entre 65 y 70 años,202603,60,57,3,0,7,6,1,0,7
Veracruz,subdel,Entre 65 y 70 años,202603,451,426,25,0,64,61,3,0,64
Yucatán,subdel,Entre 65 y 70 años,202603,288,263,25,0,36,35,1,0,36
Zacatecas,subdel,Entre 65 y 70 años,202603,139,126,13,0,21,21,0,0,21
Extranjero/Extranjera,subdel,Entre 70 y 75 años,202603,40,38,2,0,10,10,0,0,10
Aguascalientes,subdel,Entre 70 y 75 años,202603,27,26,1,0,4,4,0,0,4
Baja California,subdel,Entre 70 y 75 años,202603,30,28,2,0,4,4,0,0,4
Campeche,subdel,Entre 70 y 75 años,202603,22,21,1,0,1,1,0,0,1
Coahuila de Zaragoza,subdel,Entre 70 y 75 años,202603,86,80,6,0,16,16,0,0,16
Colima,subdel,Entre 70 y 75 años,202603,14,12,2,0,4,4,0,0,4
Chiapas,subdel,Entre 70 y 75 años,202603,28,24,4,0,4,4,0,0,4
Chihuahua,subdel,Entre 70 y 75 años,202603,61,57,4,0,10,10,0,0,10
Ciudad de México,subdel,Entre 70 y 75 años,202603,1067,980,87,0,152,148,4,0,152
Durango,subdel,Entre 70 y 75 años,202603,43,40,3,0,5,5,0,0,5
Guanajuato,subdel,Entre 70 y 75 años,202603,112,105,7,0,18,18,0,0,18
Guerrero,subdel,Entre 70 y 75 años,202603,36,29,7,0,3,3,0,0,3
Hidalgo,subdel,Entre 70 y 75 años,202603,49,43,6,0,4,4,0,0,4
Jalisco,subdel,Entre 70 y 75 años,202603,187,171,16,0,26,25,1,0,26
México,subdel,Entre 70 y 75 años,202603,105,96,9,0,12,12,0,0,12
Michoacán de Ocampo,subdel,Entre 70 y 75 años,202603,94,88,6,0,19,19,0,0,19
Morelos,subdel,Entre 70 y 75 años,202603,25,24,1,0,0,0,0,0,0
Nayarit,subdel,Entre 70 y 75 años,202603,39,37,2,0,4,4,0,0,4
Nuevo León,subdel,Entre 70 y 75 años,202603,148,132,16,0,29,28,1,0,29
Oaxaca,subdel,Entre 70 y 75 años,202603,45,40,5,0,3,3,0,0,3
Puebla,subdel,Entre 70 y 75 años,202603,95,91,4,0,15,14,1,0,15
Querétaro,subdel,Entre 70 y 75 años,202603,21,21,0,0,2,2,0,0,2
Quintana Roo,subdel,Entre 70 y 75 años,202603,2,2,0,0,0,0,0,0,0
San Luis Potosí,subdel,Entre 70 y 75 años,202603,75,69,6,0,9,8,1,0,9
Sinaloa,subdel,Entre 70 y 75 años,202603,92,84,8,0,16,16,0,0,16
Sonora,subdel,Entre 70 y 75 años,202603,103,101,2,0,13,13,0,0,13
Tabasco,subdel,Entre 70 y 75 años,202603,20,19,1,0,2,2,0,0,2
Tamaulipas,subdel,Entre 70 y 75 años,202603,89,83,6,0,12,12,0,0,12
Tlaxcala,subdel,Entre 70 y 75 años,202603,24,22,2,0,1,1,0,0,1
Veracruz,subdel,Entre 70 y 75 años,202603,139,134,5,0,18,18,0,0,18
Yucatán,subdel,Entre 70 y 75 años,202603,69,67,2,0,11,11,0,0,11
Zacatecas,subdel,Entre 70 y 75 años,202603,48,42,6,0,7,7,0,0,7
Ciudad de México,subdel,Entre 15 y 20 años,202603,8622,7658,963,1,108,101,7,0,108
Ciudad de México,subdel,Entre 20 y 25 años,202603,48483,43115,5367,1,1339,1272,67,0,1339
Guanajuato,subdel,Entre 30 y 35 años,202603,10895,9876,1018,1,805,752,53,0,805
Chihuahua,subdel,Entre 35 y 40 años,202603,8053,6411,1641,1,856,771,85,0,856
Puebla,subdel,Entre 25 y 30 años,202603,12000,10971,1027,2,705,674,31,0,705
