entidad_nacimiento,Nivel Agregación,Rango_edad_2,fecha,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB,TOTAL
Tlaxcala,subdel,Entre 65 y 70 años,202511,50,47,3,0,10,9,1,0,10
Tlaxcala,subdel,Entre 70 y 75 años,202511,15,15,0,0,0,0,0,0,0
Veracruz,subdel,75 años y más,202511,1653,1495,158,0,49,45,4,0,49
Veracruz,subdel,Entre 15 y 20 años,202511,933,860,73,0,49,45,4,0,49
Veracruz,subdel,Entre 20 y 25 años,202511,10388,9437,951,0,601,582,19,0,601
Veracruz,subdel,Entre 25 y 30 años,202511,14689,13238,1451,0,1277,1207,70,0,1277
Veracruz,subdel,Entre 30 y 35 años,202511,15204,13581,1623,0,1583,1497,86,0,1583
Veracruz,subdel,Entre 35 y 40 años,202511,12000,10769,1231,0,1483,1395,88,0,1483
Veracruz,subdel,Entre 40 y 45 años,202511,8896,7992,904,0,1283,1219,64,0,1283
Veracruz,subdel,Entre 45 y 50 años,202511,6066,5522,544,0,971,927,44,0,971
Veracruz,subdel,Entre 50 y 55 años,202511,3911,3549,362,0,687,654,33,0,687
Veracruz,subdel,Entre 55 y 60 años,202511,2098,1929,169,0,376,362,14,0,376
Veracruz,subdel,Entre 60 y 65 años,202511,1009,922,87,0,159,154,5,0,159
Veracruz,subdel,Entre 65 y 70 años,202511,332,313,19,0,51,50,1,0,51
Veracruz,subdel,Entre 70 y 75 años,202511,107,102,5,0,10,10,0,0,10
Yucatán,subdel,75 años y más,202511,891,790,101,0,27,25,2,0,27
Yucatán,subdel,Entre 15 y 20 años,202511,435,401,34,0,13,13,0,0,13
Yucatán,subdel,Entre 20 y 25 años,202511,5287,4831,456,0,246,232,14,0,246
Yucatán,subdel,Entre 25 y 30 años,202511,7211,6529,682,0,495,471,24,0,495
Yucatán,subdel,Entre 30 y 35 años,202511,7460,6642,818,0,675,624,51,0,675
Yucatán,subdel,Entre 35 y 40 años,202511,6420,5724,696,0,738,691,47,0,738
Yucatán,subdel,Entre 40 y 45 años,202511,4923,4388,535,0,647,597,50,0,647
Yucatán,subdel,Entre 45 y 50 años,202511,3396,3077,319,0,492,468,24,0,492
Yucatán,subdel,Entre 50 y 55 años,202511,2376,2117,259,0,422,395,27,0,422
Yucatán,subdel,Entre 55 y 60 años,202511,1299,1176,123,0,246,227,19,0,246
Yucatán,subdel,Entre 60 y 65 años,202511,655,597,58,0,96,93,3,0,96
Yucatán,subdel,Entre 65 y 70 años,202511,190,182,8,0,36,35,1,0,36
Yucatán,subdel,Entre 70 y 75 años,202511,66,61,5,0,6,6,0,0,6
Zacatecas,subdel,75 años y más,202511,372,351,21,0,7,7,0,0,7
Zacatecas,subdel,Entre 15 y 20 años,202511,198,194,4,0,4,4,0,0,4
Zacatecas,subdel,Entre 20 y 25 años,202511,1596,1489,107,0,60,57,3,0,60
Zacatecas,subdel,Entre 25 y 30 años,202511,1878,1730,148,0,127,121,6,0,127
Zacatecas,subdel,Entre 30 y 35 años,202511,1491,1320,171,0,164,154,10,0,164
Zacatecas,subdel,Entre 35 y 40 años,202511,1333,1193,140,0,171,160,11,0,171
Zacatecas,subdel,Entre 40 y 45 años,202511,989,890,99,0,118,109,9,0,118
Zacatecas,subdel,Entre 45 y 50 años,202511,744,678,66,0,127,122,5,0,127
Zacatecas,subdel,Entre 50 y 55 años,202511,592,543,49,0,106,101,5,0,106
Zacatecas,subdel,Entre 55 y 60 años,202511,408,376,32,0,90,89,1,0,90
Zacatecas,subdel,Entre 60 y 65 años,202511,257,245,12,0,54,52,2,0,54
Zacatecas,subdel,Entre 65 y 70 años,202511,90,81,9,0,16,15,1,0,16
Zacatecas,subdel,Entre 70 y 75 años,202511,32,28,4,0,4,4,0,0,4
